edge_id,source_id,target_id,transition_kind,weight_rule,weight_value,weight_expression,condition_kind,condition_value,semantic_risk,semantic_morality,semantic_action,origin,source_ref,note,profile_id,compiled_weight
e0561,324,248,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:522,,cautious_noble_neutral,0.8
e0562,325,349,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:523,,cautious_noble_neutral,1
e0563,326,61,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:524,,cautious_noble_neutral,1
e0564,327,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:327,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0565,328,76,profile_choice,profile_choice,,,,,reckless,selfish,neutral,auto,LW01_e_edges.csv:525,,cautious_noble_neutral,0.111111111111111
e0566,328,118,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:526,,cautious_noble_neutral,0.888888888888889
e0567,329,284,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:527,,cautious_noble_neutral,1
e0568,330,315,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:528,,cautious_noble_neutral,0.2
e0569,330,213,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:529,,cautious_noble_neutral,0.8
e0570,331,170,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:530,,cautious_noble_neutral,0.2
e0571,331,280,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:531,,cautious_noble_neutral,0.8
e0572,332,350,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:532,,cautious_noble_neutral,1
e0573,333,131,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:533,,cautious_noble_neutral,1
e0574,334,48,profile_choice,formula,,"available_choice_share(334, 48, kai_available(""Sixth Sense""))",kai_discipline,Sixth Sense,cautious,neutral,tactical,supervised,LW01_supervision.csv:39,Choice to use Sixth Sense when it is available.,cautious_noble_neutral,0.4
e0575,334,73,profile_choice,formula,,"available_choice_share(334, 73, kai_available(""Camouflage""))",kai_discipline,Camouflage,cautious,neutral,tactical,supervised,LW01_supervision.csv:40,Choice to use Camouflage and wait when it is available.,cautious_noble_neutral,0.4
e0576,334,162,profile_choice,formula,,"available_choice_share(334, 162, 1)",,,reckless,neutral,neutral,supervised,LW01_supervision.csv:41,Unconditionally available choice to approach the soldiers.,cautious_noble_neutral,0.2
e0577,335,121,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:537,,cautious_noble_neutral,1
e0578,336,117,combat,formula,,combat_win(336),,,,,,auto,LW01_e_edges.csv:538,Transition after combat victory. | Implicit risk of death if combat is lost,cautious_noble_neutral,0.833
e0579,336,Death,combat,formula,,1 - combat_win(336),,,,,,auto,generated:combat_death:336,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0580,337,219,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:539,,cautious_noble_neutral,0.5
e0581,337,317,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:540,,cautious_noble_neutral,0.5
e0582,338,113,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:541,,cautious_noble_neutral,1
e0583,339,94,combat,formula,,"combat_outcome(339, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:42,Victory within four rounds; one of two non-fatal continuations.,cautious_noble_neutral,0.20825
e0584,339,203,combat,formula,,"combat_outcome(339, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:43,Combat still in progress after four rounds; one of two non-fatal continuations.,cautious_noble_neutral,0.20825
e0585,339,7,escape,formula,,"combat_outcome(339, ""escape"")",combat_outcome,escape,cautious,neutral,tactical,supervised,LW01_supervision.csv:44,Escape at any stage of the combat.,cautious_noble_neutral,0.5
e0586,339,Death,combat,formula,,"combat_outcome(339, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:45,Death before another outcome is reached.,cautious_noble_neutral,0.0835
e0587,340,193,combat,formula,,combat_win(340),,,,,,auto,LW01_e_edges.csv:545,Transition after combat victory. | Combat scenario with only one outcome provided (win). Implicit death condition if lost.,cautious_noble_neutral,0.833
e0588,340,Death,combat,formula,,1 - combat_win(340),,,,,,auto,generated:combat_death:340,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0589,341,310,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:546,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0590,341,210,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(341, 210)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:547,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0591,341,37,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(341, 37)",,,neutral,neutral,tactical,auto,LW01_e_edges.csv:548,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0592,342,123,combat,formula,,combat_win(342),,,,,,auto,LW01_e_edges.csv:549,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists",cautious_noble_neutral,0.833
e0593,342,Death,combat,formula,,1 - combat_win(342),,,,,,auto,generated:combat_death:342,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0594,343,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:550,Loss of 2 ENDURANCE points during the transition,cautious_noble_neutral,1
e0595,344,60,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:551,,cautious_noble_neutral,1
e0596,345,272,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:552,,cautious_noble_neutral,0.666666666666667
e0597,345,19,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:553,,cautious_noble_neutral,0.333333333333333
e0598,346,14,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:554,,cautious_noble_neutral,1
e0599,347,103,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:555,,cautious_noble_neutral,1
e0600,348,95,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:556,,cautious_noble_neutral,1
e0601,349,293,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:557,Acquisition of item: Crystal Star Pendant,cautious_noble_neutral,1
e0602,350,Win,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:350,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
